brand_name,model_name,wurfl_device_id,wurfl_fall_back,visits,opSelVisits,opSelVisitsOnly,lpVisits,submissions,subscribers,conv,realConv,marketing_name,device_os,device_os_version,release_date,mobile_browser
,,generic,root,10689,24,24,10665,61,32,0.002993731873889,0.003000468823254,,,,2002_january,
,,generic_mobile,generic,123408,2,2,123406,1976,1156,0.009367301957734,0.009367453770481,,,,2002_january,
,,generic_xhtml,generic_mobile,46,0,0,46,2,1,0.021739130434783,0.021739130434783,,,,2002_july,
generic web browser,,generic_web_browser,generic,291,0,0,291,2,1,0.003436426116838,0.003436426116838,,,,1994_january,
Nokia,,nokia_generic_series60,nokia_generic_series40,2590,1,1,2589,63,32,0.012355212355212,0.012359984550019,,Symbian OS,,2002_january,Nokia
,,opwv_v62_generic,opwv_v61_generic,13,0,0,13,1,0,0,0,,,,2003_january,Openwave Mobile Browser
Generic,Windows Phone 8,generic_ms_phone_os8_desktopmode,generic_ms_phone_os8,689,0,0,689,21,17,0.024673439767779,0.024673439767779,,Windows Phone OS,8,2012_october,IEMobile
Microsoft,Windows RT Tablet,generic_windows_8_rt_msie_10,generic_windows_8_rt,2,0,0,2,0,0,0,0,,Windows RT,8,2012_october,MSIE
Robot,Bot or Crawler,generic_curl_based_crawler,generic_web_crawler,165,0,0,165,0,0,0,0,,,,2000_january,
Robot,Bot or Crawler,generic_wget_based_crawler,generic_web_crawler,1,0,0,1,0,0,0,0,,,,2000_january,
Nokia,Generic Maemo with Fennec,nokia_generic_maemo_with_firefox,nokia_generic_maemo,111,0,0,111,0,0,0,0,,Linux Smartphone OS,,2011_january,Firefox
Generic,Windows Phone 8,generic_ms_phone_os8,generic_ms_phone_os7_5,64,0,0,64,2,0,0,0,,Windows Phone OS,8,2012_october,IEMobile
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_camelcase,generic_maui_wap_browser,59,0,0,59,7,7,0.11864406779661,0.11864406779661,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
Mozilla,Firefox for Android Tablet,generic_android_ver2_0_fennec_tablet,generic_android_ver2_2,2545,1,1,2544,19,12,0.004715127701375,0.004716981132075,,Android,2.2,2012_june,Fennec
HTC,Disguised as Macintosh,generic_android_htc_disguised_as_mac,generic_android_ver2,338,0,0,338,4,2,0.005917159763314,0.005917159763314,,Android,2,2009_october,Android Webkit
Generic,Windows Phone 7.5,generic_ms_phone_os7_5_desktopmode,generic_ms_phone_os7_5,415,0,0,415,3,2,0.004819277108434,0.004819277108434,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Android 4.1,generic_android_ver4_1,generic_android_ver4,14769,32,29,14740,214,132,0.00893763965062,0.008955223880597,,Android,4.1,2011_december,Android Webkit
Generic,J2ME Midlet,generic_midp_midlet,generic_mobile,52837,2,2,52835,4302,2220,0.042016011507088,0.042017601968392,,,,2006_january,
Opera,Mobi for Android,generic_android_ver4_0_opera_mobi_11,generic_android_ver4_0_opera_mobi,28,0,0,28,0,0,0,0,,Android,4,2011_november,Opera Mobi
Generic,Android 4.0,generic_android_ver4,generic_android_ver2_4,49435,100,86,49349,635,374,0.007565490037423,0.007578674339906,,Android,4,2011_october,Android Webkit
Generic,Android 2.3,generic_android_ver2_3_ucweb,generic_android_ver2_3,182,0,0,182,4,3,0.016483516483516,0.016483516483516,,Android,2.3,2010_november,UCWeb
Generic,Android 2.2,generic_android_ver2_2_ucweb,generic_android_ver2_2,12,0,0,12,0,0,0,0,,Android,2.2,2009_october,UCWeb
Generic,Android 2.1,generic_android_ver2_1_ucweb,generic_android_ver2_1,13,0,0,13,0,0,0,0,,Android,2.1,2009_october,UCWeb
Generic,Android 2.0,generic_android_ver2_0_ucweb,generic_android_ver2,181,0,0,181,2,1,0.005524861878453,0.005524861878453,,Android,2,2009_october,UCWeb
Generic,Android 1.6,generic_android_ver1_6_ucweb,generic_android_ver1_6,2,0,0,2,0,0,0,0,,Android,1.6,2009_july,UCWeb
Mozilla,Firefox for Android,generic_android_ver2_0_fennec,generic_android_ver2_2,8589,0,0,8589,218,145,0.016882058446851,0.016882058446851,,Android,2.2,2012_june,Fennec
Opera,Tablet on Android,generic_android_ver3_2_opera_tablet,generic_android_ver3_2,154,0,0,154,2,2,0.012987012987013,0.012987012987013,,Android,3.2,2011_february,Opera Tablet
Opera,Tablet on Android,generic_android_ver2_3_opera_tablet,generic_android_ver2_3,20,0,0,20,3,0,0,0,,Android,2.3,2011_october,Opera Tablet
Opera,Tablet on Android,generic_android_ver2_2_opera_tablet,generic_android_ver2_2,2,0,0,2,0,0,0,0,,Android,2.2,2011_october,Opera Tablet
Opera,Mobi for Android,generic_android_ver2_3_opera_mobi_11,generic_android_ver2_3_opera_mobi,157,0,0,157,6,5,0.031847133757962,0.031847133757962,,Android,2.3,2010_november,Opera Mobi
Opera,Mobi for Android,generic_android_ver2_2_opera_mobi_11,generic_android_ver2_2_opera_mobi,11,0,0,11,0,0,0,0,,Android,2.2,2009_october,Opera Mobi
Opera,Mobi for Android,generic_android_ver2_2_opera_mobi,generic_android_ver2_2,21,0,0,21,0,0,0,0,,Android,2.2,2009_october,Opera Mobi
Generic,Android 2.0,generic_android_ver2_0_opera_mobi,generic_android_ver2,5242,1,0,5242,119,79,0.015070583746662,0.015070583746662,,Android,2,2009_october,Opera Mobi
Opera,Mini 5,generic_opera_mini_android_version5,generic_opera_mini_android_version4,116690,33,20,116670,718,704,0.006033079098466,0.006034113311048,,Android,2,2009_september,Opera Mini
Nokia,unrecognized OVI Browser,nokia_generic_series40_ovibrosr,nokia_generic_series40_dp50,1427,0,0,1427,0,0,0,0,,,,2010_july,Nokia Proxy Browser
Generic,Windows Phone 7.5,generic_ms_phone_os7_5,generic_ms_phone_os7,4710,0,0,4710,158,88,0.018683651804671,0.018683651804671,,Windows Phone OS,7.5,2011_july,IEMobile
Generic,Android 3.2,generic_android_ver3_2,generic_android_ver3_1,70,0,0,70,0,0,0,0,,Android,3.2,2011_february,Android Webkit
Generic,GoogleTV,generic_smarttv_googletv_browser,generic_smarttv_browser,2,0,0,2,0,0,0,0,,,,2011_january,
Generic,SmartTV,generic_smarttv_browser,generic_web_browser,13,0,0,13,0,0,0,0,,,,2011_january,
Nokia,,nokia_generic_meego,generic_xhtml,58,0,0,58,0,0,0,0,,MeeGo,1.2,2011_june,
Generic,Android 3.1,generic_android_ver3_1,generic_android_ver3_0,51,0,0,51,0,0,0,0,,Android,3.1,2011_february,Android Webkit
Generic,Windows Phone 7,generic_ms_phone_os7_desktopmode,generic_ms_phone_os7,1,0,0,1,0,0,0,0,,Windows Phone OS,7,2010_february,IEMobile
Generic,Android 2.3,generic_android_ver2_3,generic_android_ver2_2,15592,11,9,15583,205,149,0.009556182657773,0.009561701854585,,Android,2.3,2010_november,Android Webkit
Generic,Windows Mobile (Opera),generic_winmo_opera_sub1000beta,generic_winmo_opera,1,0,0,1,0,0,0,0,,Windows Mobile OS,,2010_march,Opera
LGUPlus,LGUPlus/Android/WebKit,generic_lguplus_android_webkit_browser,generic_lguplus_android2,2,0,0,2,0,0,0,0,,Android,2.2,2010_july,LGUPlus WebKit
Generic,Android 2.2,generic_android_ver2_2,generic_android_ver2_1,779,0,0,779,6,4,0.005134788189987,0.005134788189987,,Android,2.2,2009_october,Android Webkit
Nokia,Generic Maemo with Fennec,generic_opera_mobi_maemo,nokia_generic_maemo_with_firefox,37,0,0,37,0,0,0,0,,Linux Smartphone OS,,2011_january,Firefox
Generic,Windows Phone 7,generic_ms_phone_os7,generic_xhtml,10,0,0,10,0,0,0,0,,Windows Phone OS,7,2010_february,IEMobile
Generic,Android 2.1,generic_android_ver2_1,generic_android_ver2,269,0,0,269,5,4,0.014869888475836,0.014869888475836,,Android,2.1,2009_october,Android Webkit
Generic,Windows Mobile 6.5,generic_ms_winmo6_5,generic_ms_winmo6_1,56,0,0,56,2,0,0,0,,Windows Mobile OS,6.5,2009_december,Microsoft Mobile Explorer
Generic,Android 2.0,generic_android_ver2,generic_android_ver1_6,7,0,0,7,0,0,0,0,,Android,2,2009_october,Android Webkit
Generic,Android 1.6,generic_android_ver1_6,generic_android_ver1_5,43,0,0,43,0,0,0,0,,Android,1.6,2009_july,Android Webkit
Generic,Android 1.5,generic_android_ver1_5,generic_android,40,0,0,40,0,0,0,0,,Android,1.5,2007_september,Android Webkit
Robot,Bot or Crawler,generic_web_crawler,generic_web_browser,2327,10,9,2318,40,38,0.016330038676407,0.016393442622951,,,,2000_january,
Generic,J2ME Midlet,generic_untrusted_midlet,generic_mobile,65,0,0,65,2,2,0.030769230769231,0.030769230769231,,,,2008_january,
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser_underscore,generic_maui_wap_browser,3,0,0,3,0,0,0,0,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
Generic,Android,generic_android,generic_xhtml,5240,3,2,5238,117,70,0.013358778625954,0.013363879343261,,Android,0.5,2007_september,Android Webkit
Access,NetFront Ver. 3.5,generic_netfront_ver3_5,generic_netfront_ver3_4,97,0,0,97,7,5,0.051546391752577,0.051546391752577,,,,2002_july,Access Netfront
Access,NetFront Ver. 3.4,generic_netfront_ver3_4,generic_netfront_ver3_3,57,0,0,57,0,0,0,0,,,,2002_july,Access Netfront
Generic,Windows Mobile,generic_ms_mobile,generic_xhtml,233,0,0,233,8,3,0.012875536480687,0.012875536480687,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
MAUI-based Generic,MAUI WAP Browser,generic_maui_wap_browser,generic_xhtml,559,0,0,559,74,48,0.085867620751342,0.085867620751342,,MTK/Nucleus OS,,2006_january,MAUI Wap Browser
Nextbook,Next7S,nextbook_next7s_ver1,generic_android_ver4,10,0,0,10,0,0,0,0,,Android,4,2012_may,Android Webkit
HTC,TyTN II,htc_tytnii_ver1_subie76,htc_tytnii_ver1,3,0,0,3,0,0,0,0,,Windows Mobile OS,6,2007_february,Microsoft Mobile Explorer
Generic,Windows Mobile,ms_mobile_browser_ver1_subce176220,generic_ms_mobile,3,0,0,3,0,0,0,0,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
Generic,Windows Mobile,ms_mobile_browser_ver1_sub40240320,generic_ms_mobile,38,0,0,38,0,0,0,0,,Windows Mobile OS,,2005_january,Microsoft Mobile Explorer
Nokia,2610,nokia_2610_ver1_sub0375,nokia_2610_ver1,1,0,0,1,0,0,0,0,,,,2006_march,Nokia
Nokia,2626,nokia_2626_ver1_sub351,nokia_2626_ver1,2,0,0,2,0,0,0,0,,,,2006_november,Nokia
Nokia,3100,nokia_3100_ver1,nokia_generic_series40,2515,0,0,2515,232,157,0.062425447316103,0.062425447316103,,,,2003_june,Nokia
Nokia,3110 classic,nokia_3110c_ver1_sub0491,nokia_3110c_ver1,156,0,0,156,12,3,0.019230769230769,0.019230769230769,classic,,,2007_february,Nokia
Nokia,3510i,nokia_3510i_ver1_sub200,nokia_3510i_ver1,5,0,0,5,0,0,0,0,,,,2002_september,Nokia
Nokia,5300,nokia_5300_ver1,nokia_generic_series40_dp30,4,0,0,4,0,0,0,0,,,,2006_september,Nokia
Nokia,5310 XpressMusic,nokia_5310_xpressmusic_ver1,nokia_generic_series40_dp50,6,0,0,6,2,0,0,0,XpressMusic,,,2007_august,Nokia
Nokia,5610,nokia_5610d_ver1,nokia_generic_series40_dp30,26,0,0,26,0,0,0,0,XpressMusic,,,2007_august,Nokia
Nokia,5500,nokia_5500d_ver1,nokia_5500_ver1,1,0,0,1,0,0,0,0,,Symbian OS,9.1,2006_may,Nokia
Nokia,5700,nokia_5700_ver1_sub_safari,nokia_5700_ver1,8,0,0,8,0,0,0,0,XpressMusic,Symbian OS,9.2,2007_march,Safari
Nokia,6020,nokia_6020_ver1_sub0352,nokia_6020_ver1,4,0,0,4,0,0,0,0,,,,2004_november,Nokia
Nokia,6030,nokia_6030_ver1_suby341,nokia_6030_ver1,16,0,0,16,5,3,0.1875,0.1875,,,,2005_march,Nokia
Nokia,6085,nokia_6085_ver1_sub0370,nokia_6085_ver1,2,0,0,2,0,0,0,0,,,,2006_september,Nokia
Nokia,6110,nokia_6110_ver1_submoz358,nokia_6110_ver1,4,0,0,4,0,0,0,0,Navigator,Symbian OS,9.2,2007_february,Safari
Nokia,6120 classic,nokia_6120c_ver1_sub346,nokia_6120c_ver1,1787,0,0,1787,424,292,0.163402350307778,0.163402350307778,,Symbian OS,9.2,2007_april,Safari
Nokia,6120 classic,nokia_6120c_ver1_sub100,nokia_6120c_ver1,83,0,0,83,10,9,0.108433734939759,0.108433734939759,,Symbian OS,9.2,2007_april,Nokia
Nokia,6120 classic,nokia_6120c_ver1_sub370,nokia_6120c_ver1,65,0,0,65,4,3,0.046153846153846,0.046153846153846,,Symbian OS,9.2,2007_april,Safari
Nokia,6120 classic,nokia_6120c_ver1_sub383,nokia_6120c_ver1,100,0,0,100,15,13,0.13,0.13,,Symbian OS,9.2,2007_april,Safari
Nokia,6151,nokia_6151_ver1_sub0356,nokia_6151_ver1,1,0,0,1,0,0,0,0,,,,2006_june,Nokia
Nokia,6230,nokia_6230_ver1_sub0219,nokia_6230_ver1,10,0,0,10,0,0,0,0,,,,2003_october,Nokia
Nokia,6230i,nokia_6230i_ver1_sub0312,nokia_6230i_ver1,2,0,0,2,0,0,0,0,,,,2005_march,Nokia
Nokia,6233,nokia_6233_ver1_sub200338,nokia_6233_ver1,1,0,0,1,0,0,0,0,,,,2005_december,Nokia
Nokia,6250,nokia_6250_ver1_sub300,nokia_6250_ver1,1,0,0,1,0,0,0,0,,,,2000_january,Nokia
Nokia,6260,nokia_6260_ver1_sub304360ch,nokia_6260_ver1,4,0,0,4,0,0,0,0,,Symbian OS,7.0s,2004_june,Nokia
Nokia,6270,nokia_6270_ver1_sub0353,nokia_6270_ver1,1,0,0,1,0,0,0,0,,,,2005_june,Nokia
Nokia,6267,nokia_6267_ver1_sub1,nokia_6267_ver1,1,0,0,1,0,0,0,0,,,,2007_june,Nokia
Nokia,6280,nokia_6280_ver1_sub0311,nokia_6280_ver1,22,0,0,22,0,0,0,0,,,,2005_july,Nokia
Nokia,6300,nokia_6300_ver1,nokia_generic_series40_dp30,1,0,0,1,0,0,0,0,,,,2006_november,Nokia
Nokia,6300,nokia_6300_ver1_sub0470,nokia_6300_ver1,12,0,0,12,1,0,0,0,,,,2006_november,Nokia
Nokia,6310i,nokia_6310i_ver1_sub00,nokia_6310i_ver1,6,0,0,6,0,0,0,0,,,,2002_march,Nokia
Nokia,6510,nokia_6510_ver1_sub322,nokia_6510_ver1,2,0,0,2,0,0,0,0,,,,2002_january,Nokia
Nokia,6600,nokia_6600_ver1_sub3380,nokia_6600_ver1,1,0,0,1,0,0,0,0,,Symbian OS,7.0s,2003_june,Openwave Mobile Browser
Nokia,6600,nokia_6600_ver1_sub5270,nokia_6600_ver1,1,0,0,1,0,0,0,0,,Symbian OS,7.0s,2003_june,Openwave Mobile Browser
Nokia,6610,nokia_6610_ver1_sub309,nokia_6610_ver1,1,0,0,1,0,0,0,0,,,,2002_june,Nokia
Nokia,6610,nokia_6610_ver2_sub418,nokia_6610_ver1_subr2,2,0,0,2,0,0,0,0,,,,2002_june,Nokia
Nokia,6610i,nokia_6610i_ver1_sub310,nokia_6610i_ver1,2,0,0,2,0,0,0,0,,,,2004_april,Nokia
Nokia,6630,nokia_6630_ver1_sub1501,nokia_6630_ver1,12,0,0,12,1,0,0,0,,Symbian OS,8,2004_june,Nokia
Nokia,6670,nokia_6670_ver1_sub304170ch,nokia_6670_ver1,2,0,0,2,2,1,0.5,0.5,,Symbian OS,7.0s,2004_september,Nokia
Nokia,6680,nokia_6680_ver1_sub30435,nokia_6680_ver1,11320,4,4,11316,0,0,0,0,,Symbian OS,8,2005_february,Nokia
Nokia,6680,nokia_6680_ver1_sub40407,nokia_6680_ver1,1,0,0,1,0,0,0,0,,Symbian OS,8,2005_february,Nokia
Nokia,6680,nokia_6680_ver1_sub7023119,nokia_6680_ver1,2,0,0,2,0,0,0,0,,Symbian OS,8,2005_february,Nokia
Nokia,6800,nokia_6800_ver1_sub196,nokia_6800_ver1,4,0,0,4,0,0,0,0,,,,2002_november,Nokia
Nokia,6820,nokia_6820_ver1_sub311,nokia_6820_ver1,1,0,0,1,0,0,0,0,,,,2003_october,Nokia
Nokia,6822,nokia_6822_ver1_sub438,nokia_6822_ver1,2,0,0,2,0,0,0,0,,,,2005_january,Nokia
Nokia,7210,nokia_7210_ver1_sub00,nokia_7210_ver1,1,0,0,1,0,0,0,0,Supernova,,,2002_march,Nokia
Nokia,7250,nokia_7250_ver1_sub00,nokia_7250_ver1,8,0,0,8,0,0,0,0,,,,2002_november,Nokia
Nokia,7250i,nokia_7250i_ver1_sub306,nokia_7250i_ver1,1,0,0,1,0,0,0,0,,,,2003_march,Nokia
Nokia,7260,nokia_7260_ver1_sub0331,nokia_7260_ver1,1,0,0,1,0,0,0,0,,,,2004_september,Nokia
Nokia,7360,nokia_7360_ver1_sub0320,nokia_7360_ver1,1,0,0,1,0,0,0,0,,,,2005_october,Nokia
Nokia,7373,nokia_7373_ver1,nokia_7370_ver1,3,0,0,3,0,0,0,0,,,,2006_september,Nokia
Nokia,7380,nokia_7380_ver1_sub0380,nokia_7380_ver1,2,0,0,2,0,0,0,0,,,,2005_january,Nokia
Nokia,7390,nokia_7390_ver1_sub1,nokia_7390_ver1,15,0,0,15,0,0,0,0,,,,2006_september,Nokia
Nokia,7610,nokia_7610_ver1_sub20304170ch,nokia_7610_ver1,2,0,0,2,0,0,0,0,,Symbian OS,7.0s,2004_march,Nokia
Nokia,7650,nokia_7650_ver1_sub09otaclient,nokia_7650_ver1,2,0,0,2,0,0,0,0,,Symbian OS,6.1,2001_november,Nokia
Nokia,7500,nokia_7500_ver1,nokia_7900_ver1,1,0,0,1,0,0,0,0,Prism,,,2007_august,Nokia
Nokia,8310,nokia_8310_ver1_sub0505,nokia_8310_ver1,1,0,0,1,0,0,0,0,,,,2002_january,Nokia
Nokia,8600,nokia_8600_ver1_subua,nokia_8600_ver1,1,0,0,1,0,0,0,0,Luna,,,2007_may,Nokia
Nokia,8800,nokia_8800_ver1_sub0328,nokia_8800_ver1,2,0,0,2,0,0,0,0,Sirocco Edition,,,2005_april,Nokia
Nokia,8910,nokia_8910_ver1_sub0304,nokia_8910_ver1,1,0,0,1,0,0,0,0,,,,2002_january,Nokia
Nokia,9300,nokia_9300_ver1_sub449,nokia_9300_ver1,3,0,0,3,1,0,0,0,,Symbian OS,,2004_september,Nokia
Nokia,9300,nokia_9300_ver1_sub522,nokia_9300_ver1,1,0,0,1,0,0,0,0,,Symbian OS,,2004_september,Nokia
Nokia,9500,nokia_9500_ver1_moz4110,nokia_9500_ver1,7,0,0,7,0,0,0,0,,Symbian OS,,2004_february,Nokia
Nokia,6585,nokia_rh_34_ver1_subh100v0603nep0,nokia_rh_34_ver1,1,0,0,1,0,0,0,0,,,,2003_march,Openwave Mobile Browser
Nokia,1100,nokia_1100_ver1,nokia_generic,4979,0,0,4979,1332,588,0.118096003213497,0.118096003213497,,,,2002_january,Nokia
Nokia,E50,nokia_e50_ver1_subsafari413,nokia_e50_ver1,4,0,0,4,1,0,0,0,,Symbian OS,9.1,2006_may,Nokia
Nokia,E51,nokia_e51_ver1,nokia_e50_ver1,1,0,0,1,0,0,0,0,,Symbian OS,9.2,2007_september,Nokia
Nokia,E60,nokia_e60_ver1_sub30106100203,nokia_e60_ver1,1,0,0,1,0,0,0,0,,Symbian OS,9.1,2005_october,Nokia
Nokia,E61,nokia_e61_ver1_sub30106100403,nokia_e61_ver1,1,0,0,1,0,0,0,0,,Symbian OS,9.1,2005_october,Nokia
Nokia,E61,nokia_e61_ver1_sub30106100404,nokia_e61_ver1,33,0,0,33,0,0,0,0,,Symbian OS,9.1,2005_october,Nokia
Nokia,E61,nokia_e61_ver1_submozilla50_sub2,nokia_e61_ver1,54,0,0,54,2,0,0,0,,Symbian OS,9.1,2005_october,Nokia
Nokia,E61i,nokia_e61i_ver1_sub10006331500,nokia_e61i_ver1,6,0,0,6,0,0,0,0,,Symbian OS,9.1,2007_february,Nokia
Nokia,E61i,nokia_e61i_ver1_safari,nokia_e61i_ver1,111,0,0,111,2,1,0.009009009009009,0.009009009009009,,Symbian OS,9.1,2007_february,Nokia
Nokia,E65,nokia_e65_ver1101063316,nokia_e65_ver1,213,0,0,213,0,0,0,0,,Symbian OS,9.1,2007_february,Nokia
Nokia,E65,nokia_e65_sub106331801,nokia_e65_ver1,108,0,0,108,0,0,0,0,,Symbian OS,9.1,2007_february,Nokia
Nokia,E65,nokia_e65_ver1_subsafari413,nokia_e65_ver1,847,0,0,847,49,24,0.028335301062574,0.028335301062574,,Symbian OS,9.1,2008_january,Safari
Nokia,E70,nokia_e70_ver1_safari,nokia_e70_ver1,3,0,0,3,0,0,0,0,,Symbian OS,9.1,2005_october,Safari
Nokia,E90 Communicator,nokia_e90_ver1_safari_sub72240,nokia_e90_ver1,1,0,0,1,0,0,0,0,Communicator,Symbian OS,9.2,2007_february,Nokia
Nokia,E90 Communicator,nokia_e90_ver1_safari_sub72403,nokia_e90_ver1,64,0,0,64,6,4,0.0625,0.0625,Communicator,Symbian OS,9.2,2007_february,Nokia
Nokia,N70,nokia_n70_ver1_sub1,nokia_n70_ver1,3,0,0,3,0,0,0,0,,Symbian OS,,2005_april,Nokia
Nokia,N70,nokia_n70_ver1_sub2052901sn,nokia_n70_ver1,5,0,0,5,0,0,0,0,,Symbian OS,,2005_april,Nokia
Nokia,N72,nokia_n72_ver1_sub20625202,nokia_n72_ver1,55,0,0,55,2,1,0.018181818181818,0.018181818181818,,Symbian OS,,2006_april,Nokia
Nokia,N73,nokia_n73_ver1,nokia_generic_series60_dp30,30,0,0,30,0,0,0,0,,Symbian OS,9.1,2005_november,Nokia
Nokia,N73,nokia_n73_ver1_sub3000000,nokia_n73_ver1,138,0,0,138,6,3,0.021739130434783,0.021739130434783,,Symbian OS,9.1,2005_november,Nokia
Nokia,N76,nokia_n76_ver1_sub100035,nokia_n76_ver1,5,0,0,5,2,2,0.4,0.4,,Symbian OS,9.2,2007_january,Safari
Nokia,N77,nokia_n77_ver1,nokia_generic_series60_dp30,1,0,0,1,0,0,0,0,,Symbian OS,,2005_january,Nokia
Nokia,N77,nokia_n77_ver1_sub20720101,nokia_n77_ver1,3,0,0,3,1,1,0.333333333333333,0.333333333333333,,Symbian OS,,2005_january,Nokia
Nokia,N80,nokia_n80_ver1_sub303061108,nokia_n80_ver1,2,0,0,2,0,0,0,0,,Symbian OS,9.1,2005_november,Nokia
Nokia,N73,nokia_n73_ver1_submozilla50,nokia_n73_ver1,14362,1,0,14362,1988,1192,0.082996797103468,0.082996797103468,,Symbian OS,9.1,2007_january,Safari
Nokia,N91,nokia_n91_ver1_sub3006wk04,nokia_n91_ver1,3,0,0,3,0,0,0,0,,Symbian OS,9.1,2005_april,Nokia
Nokia,N91,nokia_n91_ver1_submoz,nokia_n91_ver1,3,0,0,3,0,0,0,0,,Symbian OS,9.1,2005_april,Safari
Nokia,N93,nokia_n93_ver1_sub100025,nokia_n93_ver1,9,0,0,9,2,2,0.222222222222222,0.222222222222222,,Symbian OS,9.1,2006_april,Nokia
Nokia,N93i,nokia_n93i_ver1_sub110009,nokia_n93i_ver1,7,0,0,7,1,1,0.142857142857143,0.142857142857143,,Symbian OS,9.1,2006_april,Nokia
Nokia,N95,nokia_n95_ver1_sub_mozilla_b,nokia_n95_ver1,78,0,0,78,7,4,0.051282051282051,0.051282051282051,,Symbian OS,9.2,2006_september,Safari
Nokia,N95,nokia_n95_ver1_sub_mozilla_c,nokia_n95_ver1,178,0,0,178,10,3,0.01685393258427,0.01685393258427,,Symbian OS,9.2,2006_september,Safari
Siemens,SX1,sie_sx1_ver1_sub10,sie_sx1_ver1,1,0,0,1,0,0,0,0,,Symbian OS,6.1,2002_january,Nokia
Siemens,ME45,sie_me45_ver1,upgui_generic,1,0,0,1,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Siemens,ME45,sie_me45_ver1_sub21,sie_me45_ver1,2,0,0,2,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Siemens,M50,sie_m50_ver1_sub09j2me,sie_m50_ver1_sub_noversion,2,0,0,2,1,0,0,0,,,,2002_january,Openwave Mobile Browser
Siemens,SL55,sie_sl55_ver1_sub00c1,sie_sl55_ver1,2,0,0,2,0,0,0,0,,,,2002_august,Openwave Mobile Browser
Siemens,MC60,sie_mc60_ver1_sub00,sie_mc60_ver1,1,0,0,1,0,0,0,0,,,,2002_august,Openwave Mobile Browser
Siemens,ST60,sie_st60_ver1_sub61073,sie_st60_ver1,2,0,0,2,0,0,0,0,,,,2002_august,Openwave Mobile Browser
Siemens,SL65,sie_sl65_ver1_sub7001139,sie_sl65_ver1,3,0,0,3,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Siemens,SP65,sie_sp65_ver1_sub47,sie_sp65_ver1,2,0,0,2,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Siemens,S75,sie_s75_ver1_sub10,sie_s75_ver1,1,0,0,1,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Siemens,M75,sie_m75_ver1_sub00,sie_m75_ver1,1,0,0,1,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Samsung,VM-A680 (SPH-A680),samsung_spha680_ver1_sub20a680,samsung_spha680_ver1,1,0,0,1,0,0,0,0,,,,2002_january,Teleca-Obigo
Samsung,SGH-C160,samsung_sgh_c160_ver1,opwv_v62_generic,1,0,0,1,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Samsung,SGH-X210,sec_x210_ver1_sub10,sec_x210_ver1,2,0,0,2,0,0,0,0,,,,2002_january,Nokia
Samsung,SGH X650,samsung_sgh_x650_midp2,samsung_sgh_x650_ver1,2,0,0,2,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Samsung,SGH-X700,samsung_sgh_x700_ver1_sub20,samsung_sgh_x700_ver1,1,0,0,1,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Samsung,SGH-X820,sec_x820_ver1_sub10,sec_x820_ver1,4,0,0,4,0,0,0,0,,,,2002_july,Access Netfront
Samsung,SGH-D820,samsung_sgh_d820_ver1_sub20,samsung_sgh_d820_ver1,1,0,0,1,1,0,0,0,,,,2003_january,Openwave Mobile Browser
Samsung,D900,samsung_sgh_d900_ver1_sub6233c1101ibm45,samsung_sgh_d900_ver1,1,0,0,1,0,0,0,0,,,,2003_january,Openwave Mobile Browser
Samsung,SGH-E900,sec_e900_ver1_sub10,sec_e900_ver1,4,0,0,4,0,0,0,0,,,,2002_july,Access Netfront
Samsung,SGH-T108,samsung_t108_ver1_sub4119k,samsung_t108_ver1,1,0,0,1,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Samsung,Z560,samsung_z560_ver1_sub10shpvppr5,samsung_z560_ver1,1,0,0,1,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Motorola,MOTOROKR E6,mot_e6_ver1,generic_xhtml,2,0,0,2,0,0,0,0,MOTOROKR,Linux Smartphone OS,2.4.20,2002_july,Opera
Motorola,i305,mot_i305_ver1_sub0000,mot_i305_ver1,1,0,0,1,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,i830,mot_i830_ver1_sub0000,mot_i830_ver1,5,0,0,5,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,i850,mot_i850_ver1_sub0003,mot_i850_ver1,1,0,0,1,0,0,0,0,,,,2005_january,Openwave Mobile Browser
Motorola,i355,mot_i355_ver1_sub4a,mot_i355_ver1,2,0,0,2,0,0,0,0,,,,2002_january,Openwave Mobile Browser
Motorola,i870,mot_i870_ver1_ver5b,mot_i870_ver1,2,0,0,2,0,0,0,0,,,,2005_january,Openwave Mobile Browser
